epoch,Response_Classification_acc,Response_Classification_loss,Survival_Rate_loss,Survival_Rate_mean_absolute_error,Treatment_Regress_loss,Treatment_Regress_mean_absolute_error,loss,val_Response_Classification_acc,val_Response_Classification_loss,val_Survival_Rate_loss,val_Survival_Rate_mean_absolute_error,val_Treatment_Regress_loss,val_Treatment_Regress_mean_absolute_error,val_loss
0,0.4927616926503341,7.387603455868244,0.4755011135857461,7.7447107370552875,0.38084632516703787,9.10522475168275,26.323029273867874,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.5055679287305123,7.969642140021043,18.975324539405467
1,0.5451002227171492,6.910964482279291,0.4844097995545657,7.748094645890932,0.39532293986636974,9.309188327704346,25.026904921754696,0.7037861915367484,4.774402503977905,0.6815144766146993,5.082198665773951,0.5055679287305123,7.969303349875135,18.564215899044793
2,0.5540089086859689,6.791754246289056,0.4710467706013363,7.870769874555762,0.38752783964365256,9.309160255907903,24.63344384514144,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.5100222717149221,7.809480936861787,17.915815816424736
3,0.544543429844098,6.804499717491507,0.505011135857461,7.409024192358378,0.405902004454343,8.840979942500192,23.563955171071076,0.6792873051224945,5.147160939465719,0.6792873051224945,5.139784551941207,0.40757238307349664,8.806231888770416,19.65939792386673
4,0.5462138084632516,6.827853247560643,0.5189309576837416,7.31993652319324,0.4354120267260579,8.454882326365961,23.101401828179647,0.7037861915367484,4.774402503977905,0.6703786191536748,5.257756290603127,0.5657015590200446,6.233720570466678,16.70248174103172
5,0.5517817371937639,6.759295553713363,0.5116926503340757,7.336769717573323,0.45044543429844097,8.424930400466069,22.936822254036475,0.7037861915367484,4.774402508756899,0.5567928730512249,7.103018344643387,0.512249443207127,7.63527895108629,19.921914511109247
6,0.5506681514476615,6.6087860570060775,0.5306236080178174,7.152912203612465,0.4821826280623608,7.724611622188033,21.85597673768721,0.7037861915367484,4.774402503977905,0.6859688195991092,5.057432544523464,0.6904231625835189,4.273786984608587,14.447139127217316
7,0.544543429844098,6.601826168912026,0.5261692650334076,7.121596412828611,0.4710467706013363,8.089403965159885,22.232142374085424,0.7037861915367484,4.548682028570881,0.38084632516703787,9.569533541531017,0.5634743875278396,6.814191678451802,21.394594843509733
8,0.5451002227171492,6.444901861018218,0.5267260579064588,7.083504593982994,0.5105790645879733,7.487156411852762,21.511988361588035,0.7037861915367484,4.774402503977905,0.6770601336302895,5.144790777119337,0.5679287305122495,6.764041930370714,17.238950058187303
9,0.5389755011135857,6.471383736264136,0.5061247216035635,7.473429422352654,0.5256124721603563,7.305920308592075,21.75566883766837,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.5456570155902004,7.241093606089072,17.38243963245825
10,0.5439866369710468,6.490121129626421,0.4927616926503341,7.827065962725599,0.48942093541202675,7.660551039464689,22.52108268058114,0.6302895322939867,4.653055352001526,0.7037861915367484,4.774402503977905,0.5857461024498887,6.483755010507627,16.39383385069917
11,0.5606904231625836,5.915608010474925,0.5200445434298441,7.198168945604549,0.4905345211581292,7.608722678006093,21.177473662956256,0.7037861915367484,4.774402503977905,0.6347438752783965,5.077449816607617,0.5879732739420935,6.396687148237469,16.70540203336618
12,0.5523385300668151,5.334766866635108,0.5144766146993318,7.244920360373503,0.5144766146993318,7.4309405898198255,20.459079387724266,0.7037861915367484,2.5432091342226992,0.7037861915367484,4.774402503977905,0.6570155902004454,5.3552958383871525,13.116396162186009
13,0.5133630289532294,4.439536648464363,0.5038975501113586,7.497102757671097,0.5261692650334076,7.088566259711251,19.470380309429892,0.7037861915367484,0.6793668461270747,0.7037861915367484,4.774402503977905,0.5211581291759465,7.588803631160206,13.477505826206675
14,0.5261692650334076,3.753196422462839,0.5239420935412027,7.03071210624646,0.5183741648106904,7.296028991393331,18.497587694622627,0.7037861915367484,0.7869331170462553,0.7037861915367484,4.774402503977905,0.512249443207127,7.808631168906572,13.792497937557162
15,0.5239420935412027,3.6087053458648164,0.5183741648106904,7.14554818771066,0.5077951002227171,7.271587126857246,18.463079122233232,0.6414253897550112,0.8007050650837294,0.6503340757238307,4.837124680582368,0.5902004454342984,5.747742975537424,11.84138385808813
16,0.5334075723830735,3.4929751857683757,0.5244988864142539,6.7484151529841006,0.5484409799554566,6.480428949960899,17.145643138673098,0.7037861915367484,0.7246372250379592,0.7037861915367484,4.774402503977905,0.48329621380846327,8.177756341550767,14.08653151484534
17,0.5573496659242761,3.3235230881944795,0.5473273942093542,5.905804765026214,0.5306236080178174,6.559718693757973,16.212784049240145,0.512249443207127,0.9374069267498093,0.5278396436525612,5.571012184785677,0.49443207126948774,7.766717675985032,14.697146931841537
18,0.5439866369710468,3.041806288378807,0.5545657015590201,4.700688691475825,0.5456570155902004,6.212567628615169,14.391790859417819,0.29398663697104677,6.663961933556537,0.42538975501113585,6.399849080038828,0.3028953229398664,6.654036511473442,20.189339905379875
19,0.5634743875278396,2.891376002195949,0.5306236080178174,3.3090329364207647,0.5534521158129176,5.745258012035642,12.406993085398176,0.643652561247216,0.6864443520926155,0.6302895322939867,5.0905542786509,0.48775055679287305,6.211600021921589,12.411851568583126
20,0.5829621380846325,2.331955165334693,0.5267260579064588,2.8612114143929133,0.5161469933184856,4.459192386448781,10.082267527059882,0.6347438752783965,0.6227946957793161,0.7037861915367484,4.961395024523172,0.5523385300668151,1.2173215508676718,7.249135240414626
21,0.5729398663697105,1.4932699871222532,0.5400890868596881,2.3380456189137524,0.5055679287305123,1.8888775831739728,6.116263654555935,0.7037861915367484,0.7142778447184106,0.7037861915367484,3.5852305830055995,0.5434298440979956,1.0482518492403434,5.682999279557464
22,0.5879732739420935,1.0596473605967311,0.5378619153674833,1.3281649487852254,0.5100222717149221,1.087767054615148,3.7648764299125075,0.6859688195991092,0.7774836610845043,0.6547884187082406,1.4024043072570938,0.47216035634743875,1.1544948898604293,3.585371954138401
23,0.628619153674833,0.9431996095618586,0.6018930957683741,0.9288256856009265,0.5567928730512249,0.9608391972055413,3.059360757702443,0.6726057906458798,1.009872975487486,0.40311804008908686,1.7037859581626604,0.29398663697104677,1.309798427042292,4.233958901169571
24,0.6380846325167038,0.9392577164820946,0.6046770601336303,0.9116529037798433,0.5657015590200446,0.9702803673085763,3.0113930213690336,0.7037861915367484,0.9556951674161881,0.5701559020044543,1.4239356831081196,0.5389755011135857,1.250456551401015,3.809110137561382
25,0.6297327394209354,0.905691239709047,0.6018930957683741,0.8762740946824938,0.5400890868596881,0.9770107202912226,2.9334855446040233,0.6347438752783965,1.1664664147956865,0.4766146993318486,1.7483119019421278,0.30957683741648107,1.4369085488181337,4.52281156520801
26,0.6419821826280624,0.9129817176502372,0.6152561247216035,0.8717861179519603,0.5523385300668151,0.949972932083835,2.8989739333069937,0.6325167037861915,0.9059525015359466,0.7037861915367484,1.0177559264518636,0.46770601336302897,1.1336692176045713,3.2158596595305378
27,0.6464365256124721,0.8874937536854521,0.6146993318485523,0.8606534212628558,0.5601336302895323,0.936458758362683,2.8380668078339713,0.7037861915367484,0.8307310474210964,0.5902004454342984,1.1681448061906947,0.46993318485523383,1.1375666195671914,3.288861223743328
28,0.6391982182628062,0.8968381889678854,0.6185968819599109,0.8400810605168078,0.5545657015590201,0.9546871549037093,2.8482283643200033,0.49665924276169265,1.1454737897970628,0.36080178173719374,1.868930070463958,0.289532293986637,1.4966537442663996,4.659453817359058
29,0.6453229398663697,0.9133944060064371,0.6219376391982183,0.8661204691320857,0.5645879732739421,0.9513683636363737,2.8872626592427957,0.7037861915367484,0.9101241915953452,0.6748329621380846,1.3120826850489677,0.36302895322939865,1.2328716232410253,3.601786524787512
30,0.638641425389755,0.916714397331654,0.6230512249443207,0.8500894962546555,0.5489977728285078,0.9658145227517211,2.8800952583219535,0.6748329621380846,0.9893744785695405,0.44766146993318484,1.8827210149680056,0.289532293986637,1.385170638959498,4.407780389743286
31,0.6570155902004454,0.8782940868014483,0.6353006681514477,0.8220593359130528,0.5645879732739421,0.9307541267776277,2.7784002408683963,0.6659242761692651,1.2050405292043707,0.5389755011135857,1.552936688297841,0.44320712694877507,1.5635893910393153,4.475149644775221
32,0.6486636971046771,0.8882954964924495,0.623608017817372,0.8449162023768393,0.5645879732739421,0.9380708980666502,2.822309454193625,0.4922048997772829,0.8969680852773195,0.41870824053452116,1.4525962501166922,0.4521158129175947,1.1865430642873513,3.6982626532658704
33,0.6503340757238307,0.8685740211891437,0.6325167037861915,0.828216260419391,0.566815144766147,0.942794010474581,2.800954598891974,0.32293986636971045,1.393345391033487,0.10690423162583519,2.3961132613481553,0.3518930957683742,1.496657583389622,5.435838195953709
34,0.6358574610244989,0.900458413933327,0.6124721603563474,0.8538474265344955,0.5584632516703786,0.9416995344554927,2.842410026520557,0.6837416481069042,0.9832340594057516,0.5011135857461024,1.6759660232704308,0.42761692650334077,1.295648375173454,4.109426672049779
35,0.6397550111358574,0.8866154743993203,0.6191536748329621,0.8373265290313415,0.576837416481069,0.9401786246384704,2.812252620811717,0.6681514476614699,1.2221069982428858,0.5211581291759465,1.7138765829974134,0.44320712694877507,1.7107363391028747,4.795806779096812
36,0.6531180400890868,0.8867345800113041,0.6403118040089086,0.8279093794674013,0.5740534521158129,0.9221765169322093,2.782818208027523,0.6080178173719376,0.9699323403012248,0.4766146993318486,1.3536386801830114,0.40757238307349664,1.3689235196612726,3.838591348885959
37,0.6492204899777283,0.8918060029800857,0.6380846325167038,0.8213438533063986,0.5517817371937639,0.9557582064301505,2.819547141846145,0.7037861915367484,1.18736062683414,0.6993318485523385,1.4575775632414891,0.49443207126948774,1.6266966530501443,4.438036680752557
38,0.6642538975501113,0.8464693641476748,0.6464365256124721,0.7845177088256403,0.5673719376391982,0.9318745992496975,2.7187662711387754,0.6458797327394209,1.3235534019353394,0.3897550111358575,1.883210015323486,0.30066815144766146,1.8230221765344021,5.187824761681673
39,0.6536748329621381,0.8704492825442274,0.6425389755011136,0.8219415039686955,0.5562360801781737,0.9435245094692256,2.788035789948529,0.5367483296213809,1.2418269465920124,0.3986636971046771,2.4586208288812954,0.32516703786191536,1.8525414488097873,5.695544418088577
40,0.6581291759465479,0.8529033322376769,0.6625835189309577,0.802863483439575,0.5606904231625836,0.9364636982469623,2.7410806414810214,0.6013363028953229,1.033536676707406,0.46770601336302897,1.5142473482873233,0.3585746102449889,1.483921647868337,4.186011839019164
41,0.6642538975501113,0.8596903540376566,0.6364142538975501,0.8177294617639087,0.5573496659242761,0.9374063384028479,2.768341888032671,0.7037861915367484,1.2881267890500065,0.6726057906458798,1.2654222362158294,0.39420935412026725,1.4140507516457403,4.114928576356849
42,0.64086859688196,0.8909861814471289,0.6297327394209354,0.8236858366857924,0.5512249443207127,0.9495480369884347,2.8241191749317873,0.7037861915367484,1.833426700660208,0.7037861915367484,1.364622774934251,0.49443207126948774,1.7934981609107656,5.168483148571643
43,0.6447661469933185,0.8744702056415362,0.626391982182628,0.822702329647302,0.5562360801781737,0.9412567242482192,2.828657352313698,0.6792873051224945,1.2246457013096204,0.6592427616926503,2.008347496489905,0.45657015590200445,1.759328728794786,5.187272110335811
44,0.6642538975501113,0.8538257738529706,0.6336302895322939,0.8152162087521203,0.5851893095768375,0.8977904858727233,2.7465766240865457,0.47216035634743875,1.5382699556233888,0.40757238307349664,2.405379860863123,0.35634743875278396,1.9606790160283214,6.102959314274098
45,0.6597995545657016,0.8749066486390502,0.6291759465478842,0.8246405892621701,0.5812917594654788,0.9261890659088016,2.8081669934873856,0.5679287305122495,0.8259233107545594,0.4766146993318486,1.2066615132287244,0.46770601336302897,1.2204457630293406,3.4342043877709947
46,0.6759465478841871,0.848726159745707,0.6353006681514477,0.8233506111365915,0.5612472160356348,0.9225927526940216,2.769702540208608,0.1358574610244989,3.6001820620024922,0.12026726057906459,6.962594606297585,0.27616926503340755,2.9648801276837795,13.702268039728857
47,0.6692650334075724,0.8320677982008536,0.643652561247216,0.8104254064421876,0.5913140311804009,0.9023469739608085,2.730486541123592,0.6703786191536748,1.6360114251319444,0.40311804008908686,2.3288195125244244,0.4365256124721604,1.827368518690224,5.975737256302866
48,0.6742761692650334,0.8402991555714129,0.6380846325167038,0.7981270586196457,0.5773942093541202,0.9128356113996697,2.738327188852901,0.33853006681514475,1.0322756969052593,0.3028953229398664,1.4323897882134453,0.46770601336302897,1.2885693123186617,3.927146508061806
49,0.6765033407572383,0.8360035027188554,0.6403118040089086,0.8029629508477277,0.5985523385300668,0.9062073642267682,2.7163774568944308,0.40311804008908686,1.140032633243,0.37193763919821826,1.3662963031660476,0.38084632516703787,1.261969755380881,3.9400967659557318
