epoch,Response_Classification_acc,Response_Classification_loss,Survival_Rate_acc,Survival_Rate_loss,Treatment_Regress_acc,Treatment_Regress_loss,loss,val_Response_Classification_acc,val_Response_Classification_loss,val_Survival_Rate_acc,val_Survival_Rate_loss,val_Treatment_Regress_acc,val_Treatment_Regress_loss,val_loss
0,0.4755011135857461,7.891603739596157,0.46380846325167036,7.793816049274199,0.37082405345211583,9.067549872239077,26.834762399074496,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.5033407572383074,7.911360184456702,18.969648875213146
1,0.5278396436525612,7.242738238421739,0.48106904231625836,7.851639657084289,0.4237193763919822,8.60947617443739,24.936902315951137,0.7037861915367484,4.774402503977905,0.6726057906458798,5.221173942221831,0.4142538975501114,8.26165686842917,19.259080566117387
2,0.5484409799554566,6.915653994261289,0.48552338530066813,7.462666351837677,0.4610244988864143,8.048764776811833,23.274611054656233,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.6391982182628062,5.223452110950419,15.52330742009764
3,0.5556792873051225,6.907235971554483,0.482739420935412,7.57273981851912,0.44821826280623606,8.241593731027967,23.41506958432612,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.6636971046770601,5.010478179519149,15.20166994999671
4,0.5579064587973274,6.902000095404689,0.4821826280623608,7.756224108462376,0.4749443207126949,7.892224193310815,23.152478024794956,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.7015590200445434,4.4416255875789385,14.54699909872892
5,0.5161469933184856,7.3527003502792665,0.4922048997772829,7.42946570567405,0.4955456570155902,7.666515684726011,23.023394463587977,0.5389755011135857,6.123903299484792,0.7037861915367484,4.774402503977905,0.7238307349665924,4.133760289819526,15.644734398559367
6,0.5573496659242761,6.780645111986436,0.5027839643652561,7.440934955410012,0.5111358574610245,7.517578664495048,22.339853014871643,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.7483296213808464,3.0340549239140624,13.187590331436532
7,0.5612472160356348,6.840096240917421,0.5022271714922049,7.543362822723814,0.5317371937639198,7.100953181761716,22.12241184897306,0.7037861915367484,4.774402616948126,0.7037861915367484,4.774402503977905,0.7728285077951003,3.1999954374096475,13.365457850203482
8,0.5623608017817372,6.656750963096236,0.4760579064587973,7.651619373490922,0.5139198218262806,7.332405009620174,22.288328544599707,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.6904231625835189,4.326692883322997,14.51981408452669
9,0.5684855233853007,6.715918145493038,0.5027839643652561,7.153495987333805,0.522271714922049,7.249002256478392,21.74805390542759,0.7037861915367484,4.774402503977905,0.7037861915367484,4.774402503977905,0.5590200445434298,6.9043751546163135,17.055558207836874
10,0.5623608017817372,6.733854331524175,0.49498886414253895,6.95845679261262,0.5311804008908686,7.113167969314983,21.419553094027037,0.5657015590200446,5.957736687588345,0.2583518930957684,8.129083529726714,0.5389755011135857,7.3387717510384896,22.109864048012646
11,0.5634743875278396,6.613479036497645,0.4838530066815145,5.5166351424824684,0.5200445434298441,7.272243834816268,20.176576427468213,0.7037861915367484,4.774402503977905,0.7037861915367484,4.798364711649387,0.22939866369710468,10.624125343786847,21.026216249954462
12,0.5812917594654788,6.357842538298371,0.4766146993318486,3.6916149310385995,0.5467706013363028,6.458322030730745,17.30912981266965,0.7037861915367484,4.781333731041668,0.0,6.362137620326936,0.7037861915367484,4.360455522234403,16.3002397796359
13,0.5851893095768375,6.291634129615268,0.48830734966592426,2.7537287286501417,0.534521158129176,6.672556151260512,16.472023698428693,0.35412026726057905,9.573022217188045,0.44766146993318484,4.363506988165921,0.5144766146993318,6.474778570002499,21.148793414865676
14,0.576837416481069,6.3302869946875635,0.47939866369710465,1.9020875023308734,0.5339643652561247,6.281637421501375,15.238755946169983,0.6035634743875279,6.3102151322706055,0.6302895322939867,1.262957429434515,0.48775055679287305,7.424444353461001,15.719360600070061
15,0.6074610244988864,5.878246690322933,0.4771714922048998,1.5481700598529824,0.49498886414253895,6.008844264955125,14.1263595965498,0.5144766146993318,7.068448382551862,0.6904231625835189,1.64527560700818,0.40311804008908686,7.206716752398559,16.595514892204303
16,0.5929844097995546,5.92616898224526,0.5089086859688196,1.2395357707295491,0.5289532293986637,4.741236483814083,12.655099940990286,0.4209354120267261,8.634236822415037,0.6503340757238307,1.2840672132698092,0.44988864142538976,7.6366339526357,18.315698073542197
17,0.6158129175946548,5.553281486963642,0.48830734966592426,1.381038003217404,0.5233853006681515,4.465704475120871,12.142520311946061,0.7037861915367484,4.774402503977905,0.6815144766146993,1.605087511656279,0.0022271714922048997,7.669150999765884,14.748668802342065
18,0.5812917594654788,5.8874111547319465,0.4927616926503341,1.203724455859985,0.5389755011135857,4.494964730434269,12.36881843919478,0.6859688195991092,5.061584600361525,0.6859688195991092,1.9102283200468944,0.2071269487750557,7.564365947697901,15.33720756904585
19,0.6152561247216035,5.395606610707165,0.5144766146993318,1.2197909568890697,0.5462138084632516,4.003522050075382,11.355313595259906,0.7037861915367484,4.774402503977905,0.643652561247216,1.2451968599268481,0.532293986636971,6.751569075275001,13.480981272419205
20,0.6013363028953229,5.317012926091283,0.5256124721603563,1.0715533966211008,0.5428730512249443,3.602718469493904,10.68724312601748,0.7037861915367484,4.775469446608712,0.5879732739420935,1.8988055473977579,0.41202672605790647,6.139086062579744,13.474048426528284
21,0.5863028953229399,4.726883797860706,0.5373051224944321,1.0492378304025909,0.5278396436525612,3.641653715103931,10.052906486664158,0.7037861915367484,4.775221482596196,0.7037861915367484,1.4048335836963823,0.44097995545657015,5.433168886822622,12.264626399976905
22,0.5812917594654788,2.1805361575366127,0.5746102449888641,0.9401956827178565,0.544543429844098,1.8979019505077588,5.626153675113329,0.7037861915367484,1.4230765940949222,0.7037861915367484,1.1825414872116395,0.40311804008908686,2.2809912648657646,5.4233052895170015
23,0.6180400890868597,1.0564570176043862,0.5952115812917594,0.8978198158050699,0.5551224944320713,1.0407017300813926,3.4703287494209136,0.623608017817372,1.4518725698137602,0.5523385300668151,1.7523238292515677,0.3429844097995546,1.5937402484677152,5.222610857014136
24,0.6492204899777283,0.9038043075919416,0.6085746102449888,0.8630387400731212,0.5601336302895323,0.931353086219864,3.0848106467113197,0.6703786191536748,1.3487810261530973,0.6302895322939867,1.2935840407830304,0.33407572383073497,1.6936631616877023,4.68802541189045
25,0.6403118040089086,0.903720793187751,0.5968819599109132,0.8789653511249143,0.566815144766147,0.935910224781801,3.0479382645579385,0.6124721603563474,1.2805996689870787,0.5968819599109132,1.5999845847786136,0.42761692650334077,1.6004268961122678,4.787730261583902
26,0.6364142538975501,0.8968068502660849,0.6069042316258352,0.8595022965380238,0.5712694877505567,0.9228711468738012,2.9753833544546353,0.7037861915367484,1.2671189304184012,0.6837416481069042,1.344836509572902,0.40979955456570155,1.6528909753319416,4.544781854795188
27,0.6520044543429844,0.8792229815155997,0.60913140311804,0.8605532320942273,0.5824053452115813,0.935941115652267,2.948985826199198,0.6904231625835189,1.1771667479539503,0.6525612472160356,1.3912158632331542,0.31625835189309576,1.569985111996963,4.407903182745511
28,0.6531180400890868,0.8799778973073895,0.6224944320712695,0.8442847288000026,0.5762806236080178,0.9203948415732862,2.9052590495494,0.42316258351893093,1.3444339496255717,0.133630289532294,1.7494726889914023,0.2650334075723831,1.6078592283954067,4.96224310244112
29,0.6737193763919822,0.844629932684463,0.6347438752783965,0.8254051268897237,0.5846325167037862,0.88784104917522,2.816487271429967,0.6124721603563474,1.3478969776285252,0.4610244988864143,1.6317716474522461,0.2984409799554566,1.8251718909278478,5.056606080324984
30,0.6547884187082406,0.8556322124859272,0.5946547884187082,0.8362104388281604,0.576837416481069,0.897501735618226,2.8482540360006827,0.6726057906458798,1.6931813367225546,0.6770601336302895,1.6530381446426323,0.41202672605790647,2.1761444252158593,5.774418861138528
31,0.6804008908685969,0.8217937589886459,0.6141425389755011,0.8248426449590908,0.6041202672605791,0.8649927384338294,2.7561065906405715,0.5300668151447662,1.494099996801474,0.47216035634743875,1.793921961152474,0.27616926503340755,1.931031063033106,5.457214360247741
32,0.6737193763919822,0.8063447235156274,0.6325167037861915,0.8049611633763812,0.6018930957683741,0.8538232753696314,2.697985405911316,0.34743875278396436,1.7342801853383836,0.41648106904231624,2.0477398874233983,0.24944320712694878,1.9072265874569558,5.923264043633815
33,0.6726057906458798,0.8449126869639203,0.6291759465478842,0.8103713983947822,0.5785077951002228,0.8910117372372633,2.7820268818955114,0.6102449888641426,1.3051002507485898,0.5389755011135857,1.6164430658642062,0.36971046770601335,1.5242934115479942,4.6799074764506585
34,0.6748329621380846,0.8092330400821627,0.6347438752783965,0.8067843815797155,0.5913140311804009,0.8699646779317367,2.713359891173569,0.5100222717149221,1.5401286903627731,0.4365256124721604,1.8613592795115006,0.2739420935412027,1.7730127719038047,5.385566046614955
35,0.6993318485523385,0.8132964912926434,0.6391982182628062,0.7983621316391535,0.6035634743875279,0.8939420462052913,2.7224297714658197,0.4610244988864143,1.3709775170929448,0.48997772828507796,1.514393407411724,0.28507795100222716,1.5300071643030724,4.636094675297726
36,0.6753897550111359,0.8023098139030099,0.6230512249443207,0.8035750734248511,0.6030066815144766,0.8647922959784357,2.694540209653383,0.311804008908686,1.039075922594304,0.5879732739420935,1.0464359391771074,0.5033407572383074,1.4791331766442892,3.7883273084338898
37,0.678173719376392,0.8135138102257438,0.6319599109131403,0.7984486371610637,0.5924276169265034,0.8889537812075795,2.738335122509895,0.6080178173719376,1.7740667893785675,0.576837416481069,1.653550888222947,0.37193763919821826,2.044757884435505,5.695612319062707
38,0.6937639198218263,0.7854518614261347,0.6414253897550112,0.7806888593066243,0.5985523385300668,0.8861411346624583,2.6707864402397172,0.5501113585746102,1.211742439620479,0.5011135857461024,1.3608784396823637,0.35412026726057905,1.3873389547811055,4.177922152198502
39,0.6759465478841871,0.8140381996111243,0.6319599109131403,0.8105685027245689,0.5996659242761693,0.87707156434091,2.7320033813637985,0.6837416481069042,1.821271633318644,0.6703786191536748,1.6133209393921832,0.5233853006681515,1.854805476017678,5.514849886331367
40,0.6904231625835189,0.796051181703474,0.6185968819599109,0.8149160389645328,0.6007795100222717,0.872672793196145,2.704077970211649,0.2650334075723831,1.5524234527468947,0.27616926503340755,2.1248017565444743,0.33407572383073497,1.5324990032510397,5.440142745164561
41,0.6820712694877505,0.801286640371671,0.6403118040089086,0.783424725378542,0.5946547884187082,0.8757548449034149,2.6935940765856636,0.013363028953229399,2.379382179680805,0.0,3.166320453507863,0.0,2.4184043386200225,8.18582240828958
42,0.6932071269487751,0.7936021821005041,0.64086859688196,0.7972439836818551,0.5968819599109132,0.8721241535482003,2.6939381862801803,0.6904231625835189,1.502972341393575,0.7037861915367484,1.4830947076126038,0.45657015590200445,1.357247946522549,4.583292240023878
43,0.7065701559020044,0.7699590388411669,0.6520044543429844,0.7700806994215151,0.60913140311804,0.8657237295318553,2.6407504681755016,0.6748329621380846,1.435795703550224,0.11581291759465479,2.1178124540367214,0.2583518930957684,1.8802821668059895,5.667054305894338
44,0.6959910913140311,0.7857671732493657,0.6570155902004454,0.7545992029801775,0.6169265033407573,0.8598565736698414,2.628357451317836,0.46325167037861914,1.3493386002585193,0.46993318485523383,1.5986049179244943,0.30066815144766146,1.6620725757029646,4.847646382975419
45,0.6954342984409799,0.8045729269296396,0.6397550111358574,0.7799662437231876,0.5979955456570156,0.8687101358294752,2.696429073412328,0.44766146993318484,1.6092092559438507,0.5634743875278396,1.528728206332914,0.36525612472160357,1.961852425190813,5.339049739667727
46,0.7037861915367484,0.766359250370272,0.6603563474387528,0.7586034902087299,0.5974387527839644,0.8741020228390173,2.6386936356070843,0.4922048997772829,1.450548097391702,0.3674832962138085,1.7587131763619677,0.2806236080178174,1.6294884628601753,5.064213601942848
47,0.7076837416481069,0.7596813628163794,0.6380846325167038,0.769851603327456,0.6208240534521158,0.8253626205475134,2.5893681914875395,0.47884187082405344,1.1150338769224546,0.43429844097995546,1.5582443159778825,0.38752783964365256,1.3710459436233962,4.280640666893702
48,0.6993318485523385,0.7789151769438406,0.6597995545657016,0.7611253529720688,0.6119153674832962,0.8589362033491411,2.6337451701174865,0.6414253897550112,1.553305789197739,0.5902004454342984,1.4740039909337306,0.37639198218262804,1.708714833503842,4.965507615648027
49,0.6943207126948775,0.7749640486288177,0.6625835189309577,0.7612266922846669,0.6130289532293987,0.856708082629737,2.621664361592656,0.33853006681514475,1.2045737183704675,0.26280623608017817,1.5711519983669697,0.46547884187082406,1.6206851496728332,4.620319388757038
50,0.6625835189309577,0.859263321206405,0.6308463251670379,0.8202809704704115,0.5757238307349666,0.927367602132742,2.8324984835091573,0.0,7.525275876102575,0.0,11.740232614207109,0.0,4.038698801219065,23.535153917852117
51,0.6664810690423163,0.8402969081842554,0.6080178173719376,0.8480289484185471,0.5740534521158129,0.9067940976147131,2.830607722756061,0.40089086859688194,1.5619844745155964,0.5723830734966593,1.5286114234435797,0.31625835189309576,1.7402699354762223,5.051883303508461
52,0.6859688195991092,0.8037590091106356,0.6347438752783965,0.7931848711983398,0.5801781737193764,0.9045494280440239,2.7212040395141974,0.30066815144766146,1.451773403482076,0.41202672605790647,1.652365942442072,0.3518930957683742,1.632891602133855,4.958229044763442
53,0.6714922048997772,0.8357988408785355,0.6280623608017817,0.8232528098707476,0.589086859688196,0.8963106922423654,2.7734426629038857,0.5456570155902004,1.253922118641486,0.311804008908686,1.9913071642208737,0.2650334075723831,1.624930039280507,5.093980417485226
54,0.6603563474387528,0.8415795628371376,0.6219376391982183,0.821448119817704,0.5751670378619154,0.9040570702478455,2.788846237887784,0.6080178173719376,1.5641231643065048,0.48329621380846327,1.8183294721860397,0.22494432071269488,1.8923320531314094,5.499610738924192
55,0.6898663697104677,0.7842409768056763,0.6308463251670379,0.8049212516283405,0.606347438752784,0.8720351281038637,2.6792720357134505,0.6837416481069042,1.9099487406108322,0.6391982182628062,1.7978883975067224,0.4521158129175947,2.2449673414230347,6.180485442911331
56,0.6904231625835189,0.7990270511875704,0.6453229398663697,0.7796792997283766,0.5963251670378619,0.8737570096495954,2.6773299634589383,0.7037861915367484,1.7218523833958768,0.6414253897550112,1.658692249144637,0.44988864142538976,2.528851464490317,6.1321616130310606
57,0.7037861915367484,0.7771818515718116,0.6614699331848553,0.7878160066487795,0.6096881959910914,0.835993389509834,2.6190047755273254,0.48552338530066813,1.4992014066148176,0.3585746102449889,2.033985760137605,0.20935412026726058,2.02141880803225,5.770443383197742
58,0.6998886414253898,0.7930685593051741,0.6380846325167038,0.7939151935694212,0.6102449888641426,0.8619958455020973,2.6729082604559067,0.44766146993318484,1.5408555736520508,0.4142538975501114,1.7743163215025497,0.33407572383073497,1.666082446984034,5.200863887047714
59,0.7010022271714922,0.782640476070162,0.6642538975501113,0.7629406004812245,0.6202672605790646,0.853358593841969,2.6243284051296176,0.5077951002227171,1.8185338283700243,0.5991091314031181,1.5011538156953315,0.3741648106904232,1.8614013667627007,5.413099896403358
60,0.7021158129175946,0.7667123481531717,0.6403118040089086,0.7743946149912072,0.6035634743875279,0.8559748679067616,2.6295680957275933,0.43207126948775054,1.3388473353035466,0.44988864142538976,1.6373349279497142,0.3028953229398664,1.5500458332902871,4.762527821589685
61,0.7065701559020044,0.7682129637336147,0.6553452115812918,0.7606841104731528,0.6135857461024499,0.8421883148977114,2.599011879455804,0.7037861915367484,2.4214069181285747,0.7037861915367484,1.4976523292555841,0.5501113585746102,1.730709743526306,5.874372092015494
62,0.7082405345211581,0.7698648640334208,0.6631403118040089,0.741041206503764,0.6108017817371938,0.8500860965331573,2.574905824024056,0.7015590200445434,1.5464347517304537,0.688195991091314,1.2894761501946268,0.3674832962138085,1.6833847086785365,4.735104113219841
63,0.7065701559020044,0.7630076517241038,0.64086859688196,0.7855888712645108,0.6219376391982183,0.8375537337067398,2.60081966098539,0.6770601336302895,1.2942688676854284,0.6770601336302895,1.37449728125055,0.39420935412026725,1.2580766093757476,4.146793760541819
64,0.7143652561247216,0.7587133747233049,0.6714922048997772,0.7551963059833161,0.6041202672605791,0.8566995953398452,2.606229177827559,0.6347438752783965,2.0207144327312374,0.576837416481069,1.8008901852541883,0.44097995545657015,2.3748792725841295,6.436568673310142
65,0.7082405345211581,0.7431147701225196,0.6726057906458798,0.7501774757503136,0.6336302895322939,0.8114456469338296,2.530030867039228,0.4365256124721604,1.5569047083567935,0.3897550111358575,1.7381116404034247,0.30734966592427615,1.837880987367014,5.358590575262805
66,0.7160356347438753,0.7380474915350466,0.6631403118040089,0.7467534615096111,0.6258351893095768,0.8040597883523971,2.505932977311064,0.004454342984409799,2.5255129884239826,0.0,4.047642800218544,0.0022271714922048997,2.8470049159298494,9.632922350962072
67,0.7171492204899778,0.7343706073102547,0.6597995545657016,0.7505164437145326,0.626391982182628,0.8134681920299021,2.5106779663493746,0.43207126948775054,1.4754948232381009,0.38752783964365256,1.46197458789715,0.3051224944320713,1.739616142349413,4.880165421883088
68,0.7138084632516704,0.7568687072442741,0.6492204899777283,0.7705281749865526,0.6302895322939867,0.8182686066176154,2.558172985811807,0.4922048997772829,1.6601734886190673,0.4209354120267261,1.7701948010310828,0.30957683741648107,1.8959565704277734,5.5431164951791745
69,0.72271714922049,0.7225163203305285,0.6726057906458798,0.7352844447494881,0.6197104677060133,0.8174627627721077,2.494961612739648,0.13140311804008908,2.3314850699397134,0.0556792873051225,2.6133715317881188,0.23385300668151449,2.0983031719989396,7.269850770189927
70,0.7210467706013363,0.7261682722908351,0.6597995545657016,0.725116261926154,0.6325167037861915,0.8037183096254854,2.4669757515922157,0.6570155902004454,1.6504319504998575,0.6703786191536748,1.625462570308577,0.3986636971046771,1.4854753012115547,4.972178720950018
71,0.7165924276169265,0.7316390806290514,0.6714922048997772,0.7263709353843085,0.6419821826280624,0.8179165823156955,2.492455936487109,0.2026726057906459,2.4571283284682606,0.060133630289532294,3.165543630553248,0.11581291759465479,2.5020248677191597,8.331901559319952
72,0.717706013363029,0.7263374347198248,0.6592427616926503,0.7408557057646176,0.6275055679287305,0.8222386179894275,2.501806762542385,0.6570155902004454,1.5216001658503355,0.6503340757238307,1.3392561671463046,0.4209354120267261,1.8686737061077874,4.938271332955307
73,0.7388641425389755,0.7123072491191278,0.6792873051224945,0.7112420354627554,0.6169265033407573,0.8083461240962778,2.4408799067371936,0.3986636971046771,1.431370346609893,0.45879732739420936,1.5661818418311648,0.3897550111358575,1.5031719029878985,4.707888751890187
